Time,x1x2_expect
0.0,0.0
0.20408163265306123,-0.21856309547872893
0.40816326530612246,-1.167840436065013
0.6122448979591837,-1.7901984347701896
0.8163265306122449,-2.1569785817584894
1.0204081632653061,-2.417584592441832
1.2244897959183674,-2.6184692636201294
1.4285714285714286,-2.776653583245827
1.6326530612244898,-2.9001406560389746
1.836734693877551,-2.99569105656729
2.0408163265306123,-3.069166499043917
2.2448979591836737,-3.1254551060292197
2.4489795918367347,-3.1684881560606475
2.6530612244897958,-3.2013511453477608
2.857142857142857,-3.2264330006551067
3.0612244897959187,-3.2455723310341127
3.2653061224489797,-3.2601752617241675
3.4693877551020407,-3.2713158876912085
3.673469387755102,-3.2798146908466164
3.8775510204081636,-3.2862976213194357
4.081632653061225,-3.2912431783227043
4.285714285714286,-3.2950157703144916
4.4897959183673475,-3.2978940195995308
4.6938775510204085,-3.3000896356722937
4.8979591836734695,-3.301764485383564
5.1020408163265305,-3.3030422193774647
5.3061224489795915,-3.3040168723499193
5.510204081632653,-3.3047603809953845
5.714285714285714,-3.3053274925654343
5.918367346938775,-3.305760181541748
6.122448979591837,-3.3060902565068937
6.326530612244898,-3.3063420584944962
6.530612244897959,-3.3065341540964264
6.73469387755102,-3.3066806851390913
6.938775510204081,-3.3067924538825797
7.142857142857143,-3.306877728493418
7.346938775510204,-3.306942773921062
7.551020408163265,-3.3069923989783705
7.755102040816327,-3.3070302576580115
7.959183673469388,-3.3070591256698094
8.16326530612245,-3.3070811565183695
8.36734693877551,-3.3070979632908823
8.571428571428571,-3.3071107796767985
8.775510204081632,-3.3071205556332592
8.979591836734695,-3.307128011847034
9.183673469387756,-3.307133700033539
9.387755102040817,-3.307138047086725
9.591836734693878,-3.30714135148637
9.795918367346939,-3.3071438916288667
10.0,-3.3071458138277614
10.0,-3.3071458138277645
10.204081632653061,-2.523433222660821
10.408163265306122,-1.3944980854359523
10.612244897959183,-0.4363483248147088
10.816326530612244,0.3805316510888451
11.020408163265307,1.0434259530967904
11.224489795918368,1.5671988809841255
11.428571428571429,1.9745513252336218
11.63265306122449,2.288490075196318
11.83673469387755,2.529259312815427
12.040816326530612,2.7134327456475784
12.244897959183675,2.8541193710298933
12.448979591836736,2.961514511608318
12.653061224489797,3.043467892953919
12.857142857142858,3.105995862957642
13.061224489795919,3.15369729931149
13.26530612244898,3.1900888165926826
13.46938775510204,3.217851272060628
13.673469387755102,3.2390275821538457
13.877551020408163,3.2551838441357686
14.081632653061224,3.267507714480159
14.285714285714285,3.276909499247976
14.489795918367347,3.2840819070791905
14.693877551020408,3.289553041868162
14.89795918367347,3.2937267287110017
15.10204081632653,3.2969103112779257
15.306122448979592,3.2993391406668966
15.510204081632654,3.301192007536404
15.714285714285715,3.3026054549198354
15.918367346938776,3.3036836924531183
16.122448979591837,3.3045061421765594
16.3265306122449,3.3051336571907015
16.53061224489796,3.305612308357248
16.73469387755102,3.30597745127217
16.93877551020408,3.306255995044168
17.142857142857142,3.306468488164616
17.346938775510203,3.3066305961008293
17.551020408163264,3.3067542621702017
17.755102040816325,3.306848577594635
17.95918367346939,3.306920540041461
18.163265306122447,3.3069754297358647
18.367346938775512,3.3070173137354097
18.57142857142857,3.30704925003749
18.775510204081634,3.3070736227329016
18.979591836734695,3.3070922110075927
19.183673469387756,3.307106388097443
19.387755102040817,3.307117214211996
19.591836734693878,3.3071254672627908
19.79591836734694,3.3071318226987
20.0,3.3071365787003444
